Employee ID,Total No of Employees,Job Level before FY20 promotions,Job Level after FY20 promotions,Job Level after FY21 promotions,Total Promotion,FY19 Performance Rating,FY20 Performance Rating
102,, Senior Officer, Manager, Manager,0,,
102,, Senior Officer, Manager, Senior Manager,0,,
102,, Senior Officer, Senior Officer, Manager,0,,
102,, Senior Officer, Senior Officer, Senior Officer,0,,
102,, Senior Officer, Senior Officer,Resigned,0,,
102,,Newly Hired, Director, Director,0,,
102,,Newly Hired, Executive, Executive,0,,
102,,Newly Hired, Junior Officer, Junior Officer,0,,
102,,Newly Hired, Manager, Manager,0,,
102,,Newly Hired, Senior Manager, Senior Manager,0,,
102,,Newly Hired, Senior Officer, Senior Officer,0,,
103,, Director, Director, Director,0,,
103,, Director, Director, Executive,0,,
103,, Director, Director,Resigned,0,,
103,, Director, Executive, Executive,0,,
103,, Executive, Executive, Executive,0,,
103,, Executive, Executive,Resigned,0,,
103,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
103,, Junior Officer, Junior Officer, Senior Officer,0,,
103,, Junior Officer, Junior Officer,Resigned,0,,
103,, Junior Officer, Senior Officer, Manager,0,,
103,, Junior Officer, Senior Officer, Senior Officer,0,,
103,, Manager, Manager, Manager,0,,
103,, Manager, Manager, Senior Manager,0,,
103,, Manager, Manager,Resigned,0,,
103,, Manager, Senior Manager, Director,0,,
103,, Manager, Senior Manager, Senior Manager,0,,
103,, Senior Manager, Director, Director,0,,
103,, Senior Manager, Senior Manager, Director,0,,
103,, Senior Manager, Senior Manager, Senior Manager,0,,
103,, Senior Manager, Senior Manager,Resigned,0,,
103,, Senior Officer, Manager, Manager,0,,
103,, Senior Officer, Manager, Senior Manager,0,,
103,, Senior Officer, Senior Officer, Manager,0,,
103,, Senior Officer, Senior Officer, Senior Officer,0,,
103,, Senior Officer, Senior Officer,Resigned,0,,
103,,Newly Hired, Director, Director,0,,
103,,Newly Hired, Executive, Executive,0,,
103,,Newly Hired, Junior Officer, Junior Officer,0,,
103,,Newly Hired, Manager, Manager,0,,
103,,Newly Hired, Senior Manager, Senior Manager,0,,
103,,Newly Hired, Senior Officer, Senior Officer,0,,
104,, Director, Director, Director,0,,
104,, Director, Director, Executive,0,,
104,, Director, Director,Resigned,0,,
104,, Director, Executive, Executive,0,,
104,, Executive, Executive, Executive,0,,
104,, Executive, Executive,Resigned,0,,
104,, Junior Officer, Junior Officer, Junior Officer,0,,
104,, Junior Officer, Junior Officer, Senior Officer,0,,
104,, Junior Officer, Junior Officer,Resigned,0,,
104,, Junior Officer, Senior Officer, Manager,0,,
104,, Junior Officer, Senior Officer, Senior Officer,0,,
104,, Manager, Manager, Manager,0,,
104,, Manager, Manager, Senior Manager,0,,
104,, Manager, Manager,Resigned,0,,
104,, Manager, Senior Manager, Director,0,,
104,, Manager, Senior Manager, Senior Manager,0,,
104,, Senior Manager, Director, Director,0,,
104,, Senior Manager, Senior Manager, Director,0,,
104,, Senior Manager, Senior Manager, Senior Manager,0,,
104,, Senior Manager, Senior Manager,Resigned,0,,
104,, Senior Officer, Manager, Manager,0,,
104,, Senior Officer, Manager, Senior Manager,0,,
104,, Senior Officer, Senior Officer, Manager,0,,
104,1, Senior Officer, Senior Officer, Senior Officer,0,2,2
104,, Senior Officer, Senior Officer,Resigned,0,,
104,,Newly Hired, Director, Director,0,,
104,,Newly Hired, Executive, Executive,0,,
104,,Newly Hired, Junior Officer, Junior Officer,0,,
104,,Newly Hired, Manager, Manager,0,,
104,,Newly Hired, Senior Manager, Senior Manager,0,,
104,,Newly Hired, Senior Officer, Senior Officer,0,,
105,, Director, Director, Director,0,,
105,, Director, Director, Executive,0,,
105,, Director, Director,Resigned,0,,
105,, Director, Executive, Executive,0,,
105,, Executive, Executive, Executive,0,,
105,, Executive, Executive,Resigned,0,,
105,, Junior Officer, Junior Officer, Junior Officer,0,,
105,, Junior Officer, Junior Officer, Senior Officer,0,,
105,, Junior Officer, Junior Officer,Resigned,0,,
105,, Junior Officer, Senior Officer, Manager,0,,
105,, Junior Officer, Senior Officer, Senior Officer,0,,
105,, Manager, Manager, Manager,0,,
105,, Manager, Manager, Senior Manager,0,,
105,, Manager, Manager,Resigned,0,,
105,, Manager, Senior Manager, Director,0,,
105,, Manager, Senior Manager, Senior Manager,0,,
105,, Senior Manager, Director, Director,0,,
105,, Senior Manager, Senior Manager, Director,0,,
105,, Senior Manager, Senior Manager, Senior Manager,0,,
105,, Senior Manager, Senior Manager,Resigned,0,,
105,, Senior Officer, Manager, Manager,0,,
105,, Senior Officer, Manager, Senior Manager,0,,
105,, Senior Officer, Senior Officer, Manager,0,,
105,, Senior Officer, Senior Officer, Senior Officer,0,,
105,, Senior Officer, Senior Officer,Resigned,0,,
105,,Newly Hired, Director, Director,0,,
105,,Newly Hired, Executive, Executive,0,,
105,,Newly Hired, Junior Officer, Junior Officer,0,,
105,1,Newly Hired, Manager, Manager,0,,
105,,Newly Hired, Senior Manager, Senior Manager,0,,
105,,Newly Hired, Senior Officer, Senior Officer,0,,
106,1, Director, Director, Director,0,3,1
106,, Director, Director, Executive,0,,
106,, Director, Director,Resigned,0,,
106,, Director, Executive, Executive,0,,
106,, Executive, Executive, Executive,0,,
106,, Executive, Executive,Resigned,0,,
106,, Junior Officer, Junior Officer, Junior Officer,0,,
106,, Junior Officer, Junior Officer, Senior Officer,0,,
106,, Junior Officer, Junior Officer,Resigned,0,,
106,, Junior Officer, Senior Officer, Manager,0,,
106,, Junior Officer, Senior Officer, Senior Officer,0,,
106,, Manager, Manager, Manager,0,,
106,, Manager, Manager, Senior Manager,0,,
106,, Manager, Manager,Resigned,0,,
106,, Manager, Senior Manager, Director,0,,
106,, Manager, Senior Manager, Senior Manager,0,,
106,, Senior Manager, Director, Director,0,,
106,, Senior Manager, Senior Manager, Director,0,,
106,, Senior Manager, Senior Manager, Senior Manager,0,,
106,, Senior Manager, Senior Manager,Resigned,0,,
106,, Senior Officer, Manager, Manager,0,,
106,, Senior Officer, Manager, Senior Manager,0,,
106,, Senior Officer, Senior Officer, Manager,0,,
106,, Senior Officer, Senior Officer, Senior Officer,0,,
106,, Senior Officer, Senior Officer,Resigned,0,,
106,,Newly Hired, Director, Director,0,,
106,,Newly Hired, Executive, Executive,0,,
106,,Newly Hired, Junior Officer, Junior Officer,0,,
106,,Newly Hired, Manager, Manager,0,,
106,,Newly Hired, Senior Manager, Senior Manager,0,,
106,,Newly Hired, Senior Officer, Senior Officer,0,,
107,, Director, Director, Director,0,,
107,, Director, Director, Executive,0,,
107,, Director, Director,Resigned,0,,
107,, Director, Executive, Executive,0,,
107,, Executive, Executive, Executive,0,,
107,, Executive, Executive,Resigned,0,,
107,1, Junior Officer, Junior Officer, Junior Officer,0,2,2
107,, Junior Officer, Junior Officer, Senior Officer,0,,
107,, Junior Officer, Junior Officer,Resigned,0,,
107,, Junior Officer, Senior Officer, Manager,0,,
107,, Junior Officer, Senior Officer, Senior Officer,0,,
107,, Manager, Manager, Manager,0,,
107,, Manager, Manager, Senior Manager,0,,
107,, Manager, Manager,Resigned,0,,
107,, Manager, Senior Manager, Director,0,,
107,, Manager, Senior Manager, Senior Manager,0,,
107,, Senior Manager, Director, Director,0,,
107,, Senior Manager, Senior Manager, Director,0,,
107,, Senior Manager, Senior Manager, Senior Manager,0,,
107,, Senior Manager, Senior Manager,Resigned,0,,
107,, Senior Officer, Manager, Manager,0,,
107,, Senior Officer, Manager, Senior Manager,0,,
107,, Senior Officer, Senior Officer, Manager,0,,
107,, Senior Officer, Senior Officer, Senior Officer,0,,
107,, Senior Officer, Senior Officer,Resigned,0,,
107,,Newly Hired, Director, Director,0,,
107,,Newly Hired, Executive, Executive,0,,
107,,Newly Hired, Junior Officer, Junior Officer,0,,
107,,Newly Hired, Manager, Manager,0,,
107,,Newly Hired, Senior Manager, Senior Manager,0,,
107,,Newly Hired, Senior Officer, Senior Officer,0,,
108,, Director, Director, Director,0,,
108,, Director, Director, Executive,0,,
108,, Director, Director,Resigned,0,,
108,, Director, Executive, Executive,0,,
108,, Executive, Executive, Executive,0,,
108,, Executive, Executive,Resigned,0,,
108,, Junior Officer, Junior Officer, Junior Officer,0,,
108,, Junior Officer, Junior Officer, Senior Officer,0,,
108,, Junior Officer, Junior Officer,Resigned,0,,
108,, Junior Officer, Senior Officer, Manager,0,,
108,, Junior Officer, Senior Officer, Senior Officer,0,,
108,, Manager, Manager, Manager,0,,
108,, Manager, Manager, Senior Manager,0,,
108,, Manager, Manager,Resigned,0,,
108,, Manager, Senior Manager, Director,0,,
108,, Manager, Senior Manager, Senior Manager,0,,
108,, Senior Manager, Director, Director,0,,
108,, Senior Manager, Senior Manager, Director,0,,
108,1, Senior Manager, Senior Manager, Senior Manager,0,3,3
108,, Senior Manager, Senior Manager,Resigned,0,,
108,, Senior Officer, Manager, Manager,0,,
108,, Senior Officer, Manager, Senior Manager,0,,
108,, Senior Officer, Senior Officer, Manager,0,,
108,, Senior Officer, Senior Officer, Senior Officer,0,,
108,, Senior Officer, Senior Officer,Resigned,0,,
108,,Newly Hired, Director, Director,0,,
108,,Newly Hired, Executive, Executive,0,,
108,,Newly Hired, Junior Officer, Junior Officer,0,,
108,,Newly Hired, Manager, Manager,0,,
108,,Newly Hired, Senior Manager, Senior Manager,0,,
108,,Newly Hired, Senior Officer, Senior Officer,0,,
109,, Director, Director, Director,0,,
109,, Director, Director, Executive,0,,
109,, Director, Director,Resigned,0,,
109,, Director, Executive, Executive,0,,
109,, Executive, Executive, Executive,0,,
109,, Executive, Executive,Resigned,0,,
109,, Junior Officer, Junior Officer, Junior Officer,0,,
109,, Junior Officer, Junior Officer, Senior Officer,0,,
109,, Junior Officer, Junior Officer,Resigned,0,,
109,, Junior Officer, Senior Officer, Manager,0,,
109,, Junior Officer, Senior Officer, Senior Officer,0,,
109,, Manager, Manager, Manager,0,,
109,, Manager, Manager, Senior Manager,0,,
109,, Manager, Manager,Resigned,0,,
109,, Manager, Senior Manager, Director,0,,
109,, Manager, Senior Manager, Senior Manager,0,,
109,, Senior Manager, Director, Director,0,,
109,, Senior Manager, Senior Manager, Director,0,,
109,, Senior Manager, Senior Manager, Senior Manager,0,,
109,, Senior Manager, Senior Manager,Resigned,0,,
109,, Senior Officer, Manager, Manager,0,,
109,, Senior Officer, Manager, Senior Manager,0,,
109,, Senior Officer, Senior Officer, Manager,0,,
109,, Senior Officer, Senior Officer, Senior Officer,0,,
109,, Senior Officer, Senior Officer,Resigned,0,,
109,,Newly Hired, Director, Director,0,,
109,,Newly Hired, Executive, Executive,0,,
109,1,Newly Hired, Junior Officer, Junior Officer,0,,
109,,Newly Hired, Manager, Manager,0,,
109,,Newly Hired, Senior Manager, Senior Manager,0,,
109,,Newly Hired, Senior Officer, Senior Officer,0,,
110,, Director, Director, Director,0,,
110,, Director, Director, Executive,0,,
110,, Director, Director,Resigned,0,,
110,, Director, Executive, Executive,0,,
110,, Executive, Executive, Executive,0,,
110,, Executive, Executive,Resigned,0,,
110,, Junior Officer, Junior Officer, Junior Officer,0,,
110,, Junior Officer, Junior Officer, Senior Officer,0,,
110,, Junior Officer, Junior Officer,Resigned,0,,
110,, Junior Officer, Senior Officer, Manager,0,,
110,, Junior Officer, Senior Officer, Senior Officer,0,,
110,, Manager, Manager, Manager,0,,
110,, Manager, Manager, Senior Manager,0,,
110,, Manager, Manager,Resigned,0,,
110,, Manager, Senior Manager, Director,0,,
110,, Manager, Senior Manager, Senior Manager,0,,
110,, Senior Manager, Director, Director,0,,
110,, Senior Manager, Senior Manager, Director,0,,
110,, Senior Manager, Senior Manager, Senior Manager,0,,
110,, Senior Manager, Senior Manager,Resigned,0,,
110,, Senior Officer, Manager, Manager,0,,
110,, Senior Officer, Manager, Senior Manager,0,,
110,, Senior Officer, Senior Officer, Manager,0,,
110,1, Senior Officer, Senior Officer, Senior Officer,0,3,2
110,, Senior Officer, Senior Officer,Resigned,0,,
110,,Newly Hired, Director, Director,0,,
110,,Newly Hired, Executive, Executive,0,,
110,,Newly Hired, Junior Officer, Junior Officer,0,,
110,,Newly Hired, Manager, Manager,0,,
110,,Newly Hired, Senior Manager, Senior Manager,0,,
110,,Newly Hired, Senior Officer, Senior Officer,0,,
111,, Director, Director, Director,0,,
111,, Director, Director, Executive,0,,
111,, Director, Director,Resigned,0,,
111,, Director, Executive, Executive,0,,
111,, Executive, Executive, Executive,0,,
111,, Executive, Executive,Resigned,0,,
111,, Junior Officer, Junior Officer, Junior Officer,0,,
111,, Junior Officer, Junior Officer, Senior Officer,0,,
111,, Junior Officer, Junior Officer,Resigned,0,,
111,, Junior Officer, Senior Officer, Manager,0,,
111,, Junior Officer, Senior Officer, Senior Officer,0,,
111,, Manager, Manager, Manager,0,,
111,, Manager, Manager, Senior Manager,0,,
111,, Manager, Manager,Resigned,0,,
111,, Manager, Senior Manager, Director,0,,
111,, Manager, Senior Manager, Senior Manager,0,,
111,, Senior Manager, Director, Director,0,,
111,, Senior Manager, Senior Manager, Director,0,,
111,, Senior Manager, Senior Manager, Senior Manager,0,,
111,, Senior Manager, Senior Manager,Resigned,0,,
111,, Senior Officer, Manager, Manager,0,,
111,, Senior Officer, Manager, Senior Manager,0,,
111,, Senior Officer, Senior Officer, Manager,0,,
111,, Senior Officer, Senior Officer, Senior Officer,0,,
111,, Senior Officer, Senior Officer,Resigned,0,,
111,,Newly Hired, Director, Director,0,,
111,,Newly Hired, Executive, Executive,0,,
111,,Newly Hired, Junior Officer, Junior Officer,0,,
111,,Newly Hired, Manager, Manager,0,,
111,,Newly Hired, Senior Manager, Senior Manager,0,,
111,1,Newly Hired, Senior Officer, Senior Officer,0,,
112,, Director, Director, Director,0,,
112,, Director, Director, Executive,0,,
112,, Director, Director,Resigned,0,,
112,, Director, Executive, Executive,0,,
112,, Executive, Executive, Executive,0,,
112,, Executive, Executive,Resigned,0,,
112,1, Junior Officer, Junior Officer, Junior Officer,0,,2
112,, Junior Officer, Junior Officer, Senior Officer,0,,
112,, Junior Officer, Junior Officer,Resigned,0,,
112,, Junior Officer, Senior Officer, Manager,0,,
112,, Junior Officer, Senior Officer, Senior Officer,0,,
112,, Manager, Manager, Manager,0,,
112,, Manager, Manager, Senior Manager,0,,
112,, Manager, Manager,Resigned,0,,
112,, Manager, Senior Manager, Director,0,,
112,, Manager, Senior Manager, Senior Manager,0,,
112,, Senior Manager, Director, Director,0,,
112,, Senior Manager, Senior Manager, Director,0,,
112,, Senior Manager, Senior Manager, Senior Manager,0,,
112,, Senior Manager, Senior Manager,Resigned,0,,
112,, Senior Officer, Manager, Manager,0,,
112,, Senior Officer, Manager, Senior Manager,0,,
112,, Senior Officer, Senior Officer, Manager,0,,
112,, Senior Officer, Senior Officer, Senior Officer,0,,
112,, Senior Officer, Senior Officer,Resigned,0,,
112,,Newly Hired, Director, Director,0,,
112,,Newly Hired, Executive, Executive,0,,
112,,Newly Hired, Junior Officer, Junior Officer,0,,
112,,Newly Hired, Manager, Manager,0,,
112,,Newly Hired, Senior Manager, Senior Manager,0,,
112,,Newly Hired, Senior Officer, Senior Officer,0,,
113,1, Director, Director, Director,0,3,3
113,, Director, Director, Executive,0,,
113,, Director, Director,Resigned,0,,
113,, Director, Executive, Executive,0,,
113,, Executive, Executive, Executive,0,,
113,, Executive, Executive,Resigned,0,,
113,, Junior Officer, Junior Officer, Junior Officer,0,,
113,, Junior Officer, Junior Officer, Senior Officer,0,,
113,, Junior Officer, Junior Officer,Resigned,0,,
113,, Junior Officer, Senior Officer, Manager,0,,
113,, Junior Officer, Senior Officer, Senior Officer,0,,
113,, Manager, Manager, Manager,0,,
113,, Manager, Manager, Senior Manager,0,,
113,, Manager, Manager,Resigned,0,,
113,, Manager, Senior Manager, Director,0,,
113,, Manager, Senior Manager, Senior Manager,0,,
113,, Senior Manager, Director, Director,0,,
113,, Senior Manager, Senior Manager, Director,0,,
113,, Senior Manager, Senior Manager, Senior Manager,0,,
113,, Senior Manager, Senior Manager,Resigned,0,,
113,, Senior Officer, Manager, Manager,0,,
113,, Senior Officer, Manager, Senior Manager,0,,
113,, Senior Officer, Senior Officer, Manager,0,,
113,, Senior Officer, Senior Officer, Senior Officer,0,,
113,, Senior Officer, Senior Officer,Resigned,0,,
113,,Newly Hired, Director, Director,0,,
113,,Newly Hired, Executive, Executive,0,,
113,,Newly Hired, Junior Officer, Junior Officer,0,,
113,,Newly Hired, Manager, Manager,0,,
113,,Newly Hired, Senior Manager, Senior Manager,0,,
113,,Newly Hired, Senior Officer, Senior Officer,0,,
114,, Director, Director, Director,0,,
